Artist and Title,Country
Lil Nas X - Rodeo,Canada 
Logic - 44 More,Canada 
6ix9ine - TATI,Canada 
Cashmere Cat - Miss You,Canada 
Tory Lanez - Shooters,Canada 
Ariana Grande - needy,Canada 
Juice WRLD - Fast,Canada 
Jung Kook - 3D,Canada 
Ed Sheeran - 2step,Canada 
Tory Lanez - TAlk tO Me,Canada 
Ariana Grande - intro (end of the world),Canada 
4batz - act ii: date @ 8,Canada 
Blueface - Daddy,Canada 
Jordan Davis - Singles You Up,Canada 
J. Cole - a m a r i,Canada 
Marshmello - Project Dreams,Canada 
Miley Cyrus - Mother's Daughter,Canada 
Lil Tecca - Shots,Canada 
Future - Mask Off - Remix,Canada 
Elijah Woods x Jamie Fine - Ain't Easy - THE LAUNCH,Canada 
Post Malone - Same Bitches,Canada 
Nio Garcia - Te Boté - Remix,Canada 
Sam Smith - I'm Not The Only One,Canada 
Rêve - CTRL + ALT + DEL,Canada 
Steve Lacy - Static,Canada 
Coleman Hell - Fireproof,Canada 
"Metro Boomin - Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",Canada 
"Metro Boomin - Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Canada 
Selena Gomez - Single Soon,Canada 
Juice WRLD - Legends,Canada 
Labrinth - Mount Everest,Canada 
The Chainsmokers - Hope,Canada 
Taylor Swift - champagne problems,Canada 
Ice Spice - In Ha Mood,Canada 
Taylor Swift - The Tortured Poets Department,Canada 
Childish Gambino - Summertime Magic,Canada 
Meek Mill - That's My N****,Canada 
6ix9ine - TIC TOC,Canada 
AnnenMayKantereit - Tom's Diner,Canada 
Drake - Lemon Pepper Freestyle,Canada 
Bing Crosby - It's Beginning To Look A Lot Like Christmas,Canada 
Ariana Grande - NASA,Canada 
Ski Mask The Slump God - Nuketown,Canada 
Lizzo - Rumors,Canada 
Luke Combs - Hurricane,Canada 
Trippie Redd - Death,Canada 
Future - Comin Out Strong,Canada 
Sia - Chandelier,Canada 
Taylor Swift - My Boy Only Breaks His Favorite Toys,Canada 
The Weeknd - Often,Canada 
Drake - Know Yourself,Canada 
Chris Lane - Take Back Home Girl (Feat. Tori Kelly),Canada 
Bruno Mars - Talking to the Moon,Canada 
Olivia Rodrigo - obsessed,Canada 
Clairo - Sofia,Canada 
Drake - Emotionless,Canada 
Tyga - Ayy Macarena,Canada 
Joel Corry - BED,Canada 
Drake - Childs Play,Canada 
Stephen Sanchez - High,Canada 
lovelytheband - broken,Canada 
Drake - Elevate,Canada 
"Kygo - Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Canada 
Drake - TSU,Canada 
French Montana - Writing on the Wall,Canada 
Future - Drankin N Smokin,Canada 
Fetty Wap - Again,Canada 
Tory Lanez - B.I.D,Canada 
Niall Horan - Heaven,Canada 
AURORA - Runaway,Canada 
Shakira - Chantaje,Canada 
Moon Taxi - Two High,Canada 
Post Malone - Zack And Codeine,Canada 
Queen - Thank God It's Christmas - Non-Album Single,Canada 
Gucci Mane - Curve,Canada 
Perry Como - (There's No Place Like) Home for the Holidays - 1959 Version,Canada 
Diane Guerrero - What Else Can I Do?,Canada 
Drake - Push Ups,Canada 
Drake - In The Bible,Canada 
Taylor Swift - But Daddy I Love Him,Canada 
Kendrick Lamar - King Kunta,Canada 
James Hype - Ferrari,Canada 
King Von - Took Her To The O,Canada 
Daryl Hall & John Oates - You Make My Dreams,Canada 
Sam Smith - Like I Can,Canada 
Tones And I - Never Seen the Rain,Canada 
Jack Harlow - Churchill Downs,Canada 
DVBBS - IDWK,Canada 
Drake - Broke Boys,Canada 
Taylor Swift - Shake It Off,Canada 
SJUR - Let Me Love You,Canada 
Luke Bryan - One Margarita,Canada 
Ariana Grande - bad idea,Canada 
Luke Combs - Better Together,Canada 
Taylor Swift - Florida!!!,Canada 
Noah Kahan - Dial Drunk,Canada 
Maluma - Hawái - Remix,Canada 
Gym Class Heroes - Cupid's Chokehold / Breakfast in America,Canada 
The Kid LAROI - Not Sober,Canada 
Dave - Starlight,Canada 
Ty Dolla $ign - Pineapple,Canada 
YBN Nahmir - Rubbin Off The Paint,Canada 
Taylor Swift - Who’s Afraid of Little Old Me?,Canada 
Halsey - New Americana,Canada 
Taylor Swift - End Game,Canada 
CORPSE - E-GIRLS ARE RUINING MY LIFE!,Canada 
Sam Barber - Straight and Narrow,Canada 
Young Thug - Oh U Went,Canada 
LE SSERAFIM - Perfect Night,Canada 
Virginia To Vegas - Lights Out,Canada 
Luke Bryan - Country Girl (Shake It For Me),Canada 
Toosii - Favorite Song,Canada 
Drake - Do Not Disturb,Canada 
Big Sean - I Don't Fuck With You,Canada 
Felix Jaehn - Ain't Nobody (Loves Me Better),Canada 
Eminem - Greatest,Canada 
DNCE - Toothbrush,Canada 
Taylor Swift - Say Don't Go (Taylor's Version) (From The Vault),Canada 
Drake - Big Rings,Canada 
MadeinTYO - Uber Everywhere,Canada 
Eminem - Walk On Water,Canada 
Drake - Hype,Canada 
Conkarah - Banana,Canada 
Drake - Get It Together,Canada 
Sia - Audio,Canada 
J Balvin - UN DIA (ONE DAY) (Feat. Tainy),Canada 
The Weeknd - Try Me,Canada 
4batz - act ii: date @ 8,Canada 
6ix9ine - MAMA,Canada 
Silk City - Electricity,Canada 
NAV - Never Sleep,Canada 
ILLIT - Magnetic,Canada 
Bill Withers - Ain't No Sunshine,Canada 
Katy Perry - Swish Swish,Canada 
Charlie Puth - Marvin Gaye,Canada 
X Ambassadors - Unsteady,Canada 
Pop Smoke - Something Special,Canada 
Khalid - Eleven,Canada 
Zara Larsson - Ain't My Fault,Canada 
Halsey - Nightmare,Canada 
Frank Ocean - Thinkin Bout You,Canada 
Taylor Swift - The Man,Canada 
Kygo - Happy Now,Canada 
Vundabar - Alien Blues,Canada 
Zach Bryan - Revival,Canada 
Meghan Trainor - I'll Be Home,Canada 
Little Mix - Woman Like Me,Canada 
Khalid - Right Back,Canada 
Demi Lovato - Cool for the Summer,Canada 
¥$ - FUK SUMN,Canada 
Eminem - Those Kinda Nights,Canada 
Ed Sheeran - Dive,Canada 
Roddy Ricch - Tip Toe,Canada 
Kid Cudi - Show Out,Canada 
Lana Del Rey - Radio,Canada 
Nirvana - Smells Like Teen Spirit,Canada 
Hailee Steinfeld - Capital Letters,Canada 
KAROL G - TQG,Canada 
Deorro - Five More Hours - Deorro x Chris Brown,Canada 
Sean Paul - Mad Love,Canada 
Ariana Grande - bloodline,Canada 
Taylor Swift - Guilty as Sin?,Canada 
ROSALÍA - DESPECHÁ,Canada 
Nelly Furtado - Promiscuous,Canada 
The Chainsmokers - High,Canada 
KAROL G - Tusa,Canada 
Lay Bankz - Tell Ur Girlfriend,Canada 
Taylor Swift - ME!,Canada 
"Lorde - Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Canada 
Dreamville - Costa Rica,Canada 
J. Cole - i n t e r l u d e,Canada 
Ryan Hurd - Chasing After You,Canada 
Camila Cabello - Real Friends,Canada 
Chance the Rapper - Hot Shower,Canada 
BLACKPINK - Kill This Love,Canada 
Yellow Claw - In My Room,Canada 
A$AP Rocky - Everyday,Canada 
Jason Derulo - Coño,Canada 
Kiiara - Whippin,Canada 
Olivia Rodrigo - All I Want,Canada 
Noah Kahan - Northern Attitude,Canada 
Drake - BackOutsideBoyz,Canada 
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52",Canada 
Lewis Capaldi - Forget Me,Canada 
The Red Clay Strays - Wondering Why,Canada 
ScHoolboy Q - X,Canada 
Offset - Legacy,Canada 
Olivia Holt - History,Canada 
Childish Gambino - Me and Your Mama,Canada 
Sia - Elastic Heart,Canada 
NAV - Freshman List,Canada 
Michael Bublé - Christmas (Baby Please Come Home),Canada 
Meek Mill - Litty,Canada 
Alesso - When I’m Gone,Canada 
Khalid - Don't Pretend,Canada 
Drake - N 2 Deep,Canada 
KAROL G - PROVENZA,Canada 
Thomas Rhett - Unforgettable,Canada 
Nause - Dynamite,Canada 
Bing Crosby - Mele Kalikimaka - New mono-to-stereo mix,Canada 
Liam Payne - Familiar,Canada 
Niall Horan - Too Much To Ask,Canada 
The Chainsmokers - The One,Canada 
NAV - Turks,Canada 
Wallows - Are You Bored Yet?,Canada 
Felix Cartal - Love Me,Canada 
Dominic Fike - Babydoll,Canada 
Arizona Zervas - FML,Canada 
Daryl Hall & John Oates - Rich Girl,Canada 
Drake - Madiba Riddim,Canada 
Bing Crosby - Do You Hear What I Hear? - Remastered 2006,Canada 
Bruno Mars - Just the Way You Are,Canada 
Lauv - The Other,Canada 
Mark Ronson - Find U Again,Canada 
Future - First Off,Canada 
Oxlade - KU LO SA - A COLORS SHOW,Canada 
DaBaby - Ball If I Want To,Canada 
Post Malone - Takin' Shots,Canada 
Yo Gotti - Down In the DM,Canada 
Olivia Rodrigo - all-american bitch,Canada 
Yung Bleu - You’re Mines Still,Canada 
Jain - Makeba,Canada 
ROSALÍA - BESO,Canada 
"Taylor Swift - Would've, Could've, Should've",Canada 
Polo G - GANG GANG,Canada 
Dr. Dre - The Next Episode,Canada 
The Carters - APESHIT,Canada 
Julia Michaels - Heaven,Canada 
Ariana Grande - Focus,Canada 
Fivio Foreign - City of Gods,Canada 
Travis Scott - TOPIA TWINS,Canada 
salem ilese - Mad at Disney,Canada 
The Strumbellas - Spirits,Canada 
The Weeknd - Die For You - Remix,Canada 
Noah Kahan - You’re Gonna Go Far,Canada 
The Chainsmokers - Setting Fires,Canada 
Drake - Privileged Rappers,Canada 
David Guetta - Hey Mama,Canada 
Nicki Minaj - Needle,Canada 
Young T & Bugsey - Don't Rush,Canada 
The Rare Occasions - Notion,Canada 
NLE Choppa - Shotta Flow,Canada 
Internet Money - Blastoff,Canada 
Khalid - Up All Night,Canada 
The Weeknd - False Alarm,Canada 
Silentó - Watch Me (Whip / Nae Nae),Canada 
J Hus - Who Told You,Canada 
6ix9ine - BILLY,Canada 
Future - Where Ya At,Canada 
Snakehips - Don't Leave,Canada 
NF - Lie,Canada 
Lil Uzi Vert - You Was Right,Canada 
Avicii - Heaven,Canada 
Drake - Papi’s Home,Canada 
BTS - Permission to Dance,Canada 
PinkPantheress - Boy's a liar,Canada 
Billie Eilish - come out and play,Canada 
Sueco - Fast (Remix),Canada 
Coldplay - Sparks,Canada 
Drake - Love All,Canada 
Noah Cyrus - Make Me (Cry),Canada 
Nickelback - How You Remind Me,Canada 
Anuel AA - China,Canada 
Jeremy Zucker - comethru,Canada 
Drake - KMT,Canada 
HVME - Goosebumps,Canada 
Billie Eilish - NDA,Canada 
Nipsey Hussle - Racks In The Middle,Canada 
Tyla Yaweh - Stuntin' On You,Canada 
YG - Why You Always Hatin?,Canada 
Coldplay - Hymn for the Weekend,Canada 
Bruno Mars - Locked out of Heaven,Canada 
J. Cole - She Knows,Canada 
Tiësto - Don't Be Shy,Canada 
Hearts & Colors - Lighthouse - Andrelli Remix,Canada 
Drake - Grammys,Canada 
Tay-K - The Race,Canada 
Future - Used to This,Canada 
Madison Beer - Selfish,Canada 
Trinidad Cardona - Dinero,Canada 
Kodak Black - Calling My Spirit,Canada 
Drake - With You,Canada 
Tate McRae - feel like shit,Canada 
Michael Bublé - All I Want for Christmas Is You,Canada 
Jessie J - Bang Bang,Canada 
Olivia Rodrigo - hope ur ok,Canada 
A Boogie Wit da Hoodie - Man in the Mirror,Canada 
Travis Scott - HIGHEST IN THE ROOM,Canada 
Meek Mill - All Eyes on You,Canada 
Nardo Wick - Who Want Smoke??,Canada 
Lil Uzi Vert - Baby Pluto,Canada 
Drake - Diplomatic Immunity,Canada 
Matoma - Running Out,Canada 
Muni Long - Made For Me,Canada 
Juice WRLD - Bad Boy,Canada 
Wizkid - Come Closer,Canada 
Eminem - Kamikaze,Canada 
DaBaby - BLIND,Canada 
OMI - Hula Hoop,Canada 
Rauw Alejandro - Todo De Ti,Canada 
Drake - Gently,Canada 
Terror Jr - Come First,Canada 
Nicki Minaj - Everybody,Canada 
21 Savage - Immortal,Canada 
Laufey - Winter Wonderland - Spotify Singles Holiday,Canada 
Belly - Might Not,Canada 
Rod Wave - Rags2Riches,Canada 
Gucci Mane - Both,Canada 
Nirvana - Something In The Way - Remastered,Canada 
Future - Crushed Up,Canada 
Thomas Rhett - Die A Happy Man,Canada 
Aaron Carter - Sooner Or Later,Canada 
Kris Kross Amsterdam - Whenever,Canada 
Bryson Tiller - Run Me Dry,Canada 
Peggy Gou - (It Goes Like) Nanana - Edit,Canada 
Sia - Cheap Thrills,Canada 
James Hersey - Miss You,Canada 
Gayla Peevey - I Want a Hippopotamus for Christmas (Hippo the Hero),Canada 
Rod Wave - Rags2Riches 2,Canada 
Logic - Everybody,Canada 
Kid Ink - Promise,Canada 
Lil Yachty - Poland,Canada 
6LACK - Ex Calling,Canada 
Artemas - if u think i'm pretty,Canada 
Lewis Capaldi - Wish You The Best,Canada 
Martin Garrix - High On Life,Canada 
Playboi Carti - Shoota,Canada 
Pop Smoke - AP - Music from the film Boogie,Canada 
ZHU - Working For It - Bonus Track,Canada 
Headie One - Only You Freestyle,Canada 
Skylar Grey - Last One Standing,Canada 
Old Dominion - Written in the Sand,Canada 
Lil Uzi Vert - Sauce It Up,Canada 
Drake - Talk Up,Canada 
Freddie Dredd - Limbo,Canada 
Travis Scott - FRANCHISE,Canada 
Harry Styles - Grapejuice,Canada 
Jason Aldean - If I Didn't Love You,Canada 
The Weeknd - Double Fantasy,Canada 
Future - I'M ON ONE,Canada 
Drake - Blue Tint,Canada 
mgk - RAP DEVIL,Canada 
Saweetie - Tap In,Canada 
Baby Keem - ORANGE SODA,Canada 
"Chappell Roan - Good Luck, Babe!",Canada 
6ix9ine - KEKE,Canada 
Tove Lo - Talking Body,Canada 
French Montana - A Lie,Canada 
Swae Lee - Won't Be Late,Canada 
Lil Baby - Low Down,Canada 
BoyWithUke - IDGAF,Canada 
Zedd - Good Thing,Canada 
6ix9ine - WAKA,Canada 
"Flo Rida - I Don't Like It, I Love It",Canada 
Lil Skies - Creeping,Canada 
Tyga - Dip,Canada 
Skrillex - Purple Lamborghini,Canada 
Imagine Dragons - Follow You,Canada 
Gunna - Too Easy,Canada 
Carpenters - Merry Christmas Darling - Remix,Canada 
Diplo - Be Right There,Canada 
Cash Cash - All My Love,Canada 
Drake - 8 Out Of 10,Canada 
Metro Boomin - Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),Canada 
Pharrell Williams - Cash In Cash Out,Canada 
Jack Harlow - SUVs (Black on Black),Canada 
NF - HOPE,Canada 
Post Malone - A Thousand Bad Times,Canada 
Thomas Rhett - Craving You,Canada 
Taylor Swift - The Great War,Canada 
Kanye West - True Love,Canada 
Ariana Grande - Last Christmas,Canada 
Doja Cat - Like That,Canada 
Lil Tjay - Hold On,Canada 
Jeremih - oui,Canada 
Cage The Elephant - Cigarette Daydreams,Canada 
Drake - Survival,Canada 
Shawn Hook - Sound Of Your Heart,Canada 
Khalid - The Ways,Canada 
David Guetta - Don't Leave Me Alone,Canada 
Taylor Swift - The Smallest Man Who Ever Lived,Canada 
Bazzi - Beautiful,Canada 
Bing Crosby - Winter Wonderland,Canada 
blackbear - do re mi,Canada 
Ray Parker Jr. - Ghostbusters,Canada 
DaBaby - Red Light Green Light,Canada 
Ellie Goulding - Sixteen,Canada 
Lil Durk - 3 Headed Goat,Canada 
Chris Brown - Pills & Automobiles,Canada 
Taylor Swift - loml,Canada 
girl in red - we fell in love in october,Canada 
Travis Scott - WAKE UP,Canada 
Taylor Swift - Lover (Remix),Canada 
Why Don't We - I Don't Belong In This Club,Canada 
SZA - Love Language,Canada 
Kanye West - Jail,Canada 
Tones And I - Bad Child,Canada 
Charlotte Cardin - Meaningless,Canada 
Zedd - Get Low,Canada 
Taylor Swift - Fresh Out The Slammer,Canada 
A Boogie Wit da Hoodie - Mood Swings,Canada 
24kGoldn - Coco,Canada 
A$AP Rocky - F**kin' Problems,Canada 
Stephanie Beatriz - Waiting On A Miracle,Canada 
Astrid S - Hurts So Good,Canada 
Ed Sheeran - Remember The Name,Canada 
Ice Spice - Think U The Shit (Fart),Canada 
Harry Styles - Satellite,Canada 
Patrick Watson - Je te laisserai des mots,Canada 
The Weeknd - Rockin’,Canada 
6ix9ine - BEBE,Canada 
"Tyler, The Creator - NEW MAGIC WAND",Canada 
Demi Lovato - Confident,Canada 
Cardi B - I Do,Canada 
Lil Baby - Hats Off,Canada 
Michael Jackson - Thriller,Canada 
Taylor Swift - the last great american dynasty,Canada 
SZA - Ghost in the Machine,Canada 
"Earth, Wind & Fire - September",Canada 
Marshmello - OK Not To Be OK,Canada 
Rachel Platten - Fight Song,Canada 
Lost Frequencies - Are You With Me,Canada 
Hozier - Work Song,Canada 
Jonas Blue - What I Like About You,Canada 
Maroon 5 - Nobody's Love,Canada 
Migos - Notice Me,Canada 
Huncho Jack - Saint,Canada 
Travis Scott - Nightcrawler,Canada 
Post Malone - Otherside,Canada 
J. Cole - ATM,Canada 
Daddy Yankee - Dura,Canada 
Dustin Lynch - Small Town Boy,Canada 
Chance the Rapper - All Night,Canada 
Drake - Hours In Silence,Canada 
Jax Jones - You Don't Know Me,Canada 
Taylor Swift - The Alchemy,Canada 
mgk - I Think I'm OKAY,Canada 
Julia Michaels - What A Time,Canada 
Lil Mosey - Kamikaze,Canada 
Adele - Someone Like You,Canada 
Lil Dicky - Earth,Canada 
Taylor Swift - my tears ricochet,Canada 
Fetty Wap - My Way,Canada 
Drake - Pain 1993,Canada 
Lauren Spencer Smith - Flowers,Canada 
Sia - Thunderclouds,Canada 
Taylor Swift - Style (Taylor's Version),Canada 
Sam Smith - I’m Ready,Canada 
Britney Spears - Make Me...,Canada 
Robin Schulz - Shed a Light,Canada 
Lil Tecca - LOT OF ME,Canada 
Sam Smith - To Die For,Canada 
Migos - Straightenin,Canada 
Juice WRLD - Hear Me Calling,Canada 
Kanye West - Waves,Canada 
David Guetta - Say My Name,Canada 
Pop Smoke - Gangstas,Canada 
Jason Aldean - You Make It Easy,Canada 
Justin Timberlake - Filthy,Canada 
Miley Cyrus - Angels Like You,Canada 
John Mayer - New Light,Canada 
Juice WRLD - Tell Me U Luv Me,Canada 
Lil Tecca - Out Of Love,Canada 
FloyyMenor - Gata Only,Canada 
DaBaby - INTRO,Canada 
Rae Sremmurd - This Could Be Us,Canada 
"Thurl Ravenscroft - You're A Mean One, Mr. Grinch",Canada 
Jimmy Eat World - The Middle,Canada 
G-Eazy - Good Life,Canada 
Manuel Turizo - La Bachata,Canada 
Metallica - Enter Sandman,Canada 
Rita Ora - Let You Love Me,Canada 
Elle King - Ex's & Oh's,Canada 
Vedo - You Got It,Canada 
Jax Jones - Where Did You Go?,Canada 
Sam Smith - Pray,Canada 
Flo Rida - Cake - Challenge Version,Canada 
Mother Mother - Hayloft,Canada 
Rae Sremmurd - Look Alive,Canada 
Pop Smoke - Make It Rain,Canada 
Galantis - Runaway (U & I),Canada 
Eminem - Stan,Canada 
Alesso - REMEDY,Canada 
Tory Lanez - Who Needs Love,Canada 
Drake - Legend,Canada 
Lucky Rose - Wild One,Canada 
Cheat Codes - Feels Great,Canada 
Shawn Mendes - Youth feat. Khalid,Canada 
KILLY - No Sad No Bad,Canada 
DJ Khaled - Wish Wish,Canada 
Future - Solitaires,Canada 
Drake - 4422,Canada 
Drake - Pipe Down,Canada 
Liam Payne - For You (Fifty Shades Freed) (& Rita Ora),Canada 
ElyOtto - SugarCrash!,Canada 
Juice WRLD - Cigarettes,Canada 
Young Thug - Sin,Canada 
Post Malone - Wow. - Remix,Canada 
Drake - On The Radar Freestyle,Canada 
Cordae - RNP,Canada 
Carly Rae Jepsen - I Really Like You,Canada 
Shawn Mendes - Lost In Japan - Remix,Canada 
Olivia Rodrigo - the grudge,Canada 
Justin Bieber - The Feeling,Canada 
Dennis Lloyd - Never Go Back,Canada 
Drake - Calling For You,Canada 
Ed Sheeran - What Do I Know?,Canada 
NF - Time,Canada 
Enrique Iglesias - SUBEME LA RADIO,Canada 
Drake - Sacrifices,Canada 
Bad Bunny - Ojitos Lindos,Canada 
"P!nk - Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",Canada 
Trippie Redd - Topanga,Canada 
Tucker Wetmore - Wind Up Missin' You,Canada 
Ambjaay - Uno,Canada 
Future - We Don't Trust You,Canada 
Ariana Grande - MONOPOLY,Canada 
Lauv - Mean It,Canada 
Shawn Mendes - Like To Be You feat. Julia Michaels,Canada 
Bruno Mars - Skate,Canada 
Danny Ocean - Me Rehúso,Canada 
NAV - Up,Canada 
Taylor Swift - I Can Fix Him (No Really I Can),Canada 
Morgan Wallen - Man Made A Bar,Canada 
TV Girl - Not Allowed,Canada 
Daya - New,Canada 
Juice WRLD - Wandered To LA,Canada 
Calvin Harris - Outside,Canada 
Kendrick Lamar - Rich Spirit,Canada 
"Bobby ""Boris"" Pickett & The Crypt-Kickers - Monster Mash",Canada 
Taylor Swift - The Archer,Canada 
Musical Youth - Pass The Dutchie,Canada 
G-Eazy - Moana,Canada 
Drake - 7am On Bridle Path,Canada 
Tory Lanez - Broke Leg,Canada 
Fousheé - Deep End,Canada 
Taylor Swift - Bigger Than The Whole Sky,Canada 
Pop Smoke - Enjoy Yourself,Canada 
Lil Skies - Magic,Canada 
Travis Scott - CAN'T SAY,Canada 
Hailee Steinfeld - Rock Bottom,Canada 
Post Malone - Deja Vu,Canada 
Lauv - There's No Way,Canada 
Dawin - Dessert,Canada 
Florida Georgia Line - May We All,Canada 
Brent Faiyaz - Clouded,Canada 
DJ Khaled - I DID IT,Canada 
Benson Boone - GHOST TOWN,Canada 
SonReal - Can I Get A Witness,Canada 
Saweetie - My Type,Canada 
Migos - Having Our Way,Canada 
Metro Boomin - Don't Come Out The House,Canada 
SZA - Seek & Destroy,Canada 
Quality Control - Ice Tray,Canada 
Post Malone - Overdrive,Canada 
Daddy Yankee - Con Calma - Remix,Canada 
Taylor Swift - Enchanted (Taylor's Version),Canada 
Isaiah Firebrace - It's Gotta Be You,Canada 
Harry Styles - Keep Driving,Canada 
Justin Bieber - Get Me,Canada 
6LACK - PRBLMS,Canada 
mgk - Trap Paris,Canada 
Trippie Redd - Taking A Walk,Canada 
J. Cole - Neighbors,Canada 
Linkin Park - Numb,Canada 
Lil Baby - Heatin Up,Canada 
Tori Kelly - Hollow,Canada 
The Weeknd - Hurt You,Canada 
Drake - Summer Games,Canada 
Ty Dolla $ign - Ego Death,Canada 
Jonas Blue - By Your Side,Canada 
Drake - Race My Mind,Canada 
French Montana - Slide,Canada 
Diplo - Heartbroken,Canada 
Ariana Grande - bye,Canada 
Lil Uzi Vert - That's A Rack,Canada 
Joyner Lucas - I Love,Canada 
Harry Styles - Cinema,Canada 
Katy Perry - Cozy Little Christmas,Canada 
Madison Beer - Home With You,Canada 
Drake - Daylight,Canada 
Kevin Gates - Big Gangsta,Canada 
Alessia Cara - Make It To Christmas,Canada 
A$AP Rocky - Babushka Boi,Canada 
Future - Young Metro,Canada 
Maluma - Felices los 4,Canada 
Bryce Vine - Drew Barrymore,Canada 
Jorja Smith - Be Honest,Canada 
Ava Max - So Am I,Canada 
Leah Kate - 10 Things I Hate About You,Canada 
Roddy Ricch - Peta,Canada 
Lil Uzi Vert - Lo Mein,Canada 
Stanaj - Romantic - NOTD Remix,Canada 
Jason Derulo - Try Me,Canada 
The Weeknd - True Colors,Canada 
Polo G - Epidemic,Canada 
Kanye West - Ghost Town,Canada 
"Tyler, The Creator - DOGTOOTH",Canada 
Giveon - For Tonight,Canada 
Mabel - Mad Love,Canada 
Ashley O - On A Roll,Canada 
OneRepublic - Start Again,Canada 
Harry Styles - Love Of My Life,Canada 
Kanye West - Stronger,Canada 
Drake - Sandra’s Rose,Canada 
21 Savage - n.h.i.e.,Canada 
ABBA - Dancing Queen,Canada 
The Weeknd - Secrets,Canada 
Zach Bryan - East Side of Sorrow,Canada 
Justin Timberlake - Selfish,Canada 
Milky Chance - Stolen Dance,Canada 
YBN Nahmir - Opp Stoppa,Canada 
Milky Chance - Living In A Haze,Canada 
DJ Snake - A Different Way,Canada 
SUICIDAL-IDOL - ecstacy (slowed),Canada 
The Chainsmokers - Side Effects,Canada 
Thomas Rhett - T-Shirt,Canada 
Ariana Grande - fake smile,Canada 
Ariana Grande - eternal sunshine,Canada 
Joyner Lucas - Your Heart,Canada 
J. Cole - Immortal,Canada 
Jess Glynne - I'll Be There,Canada 
RAYE - Escapism. - Sped Up,Canada 
Arctic Monkeys - Do I Wanna Know?,Canada 
Ava Max - Christmas Without You,Canada 
Rasster - SAD - Imanbek xxx Remix,Canada 
Jonas Brothers - Cool,Canada 
Taylor Swift - Paris,Canada 
Drake - Right Hand,Canada 
Harry Styles - Daydreaming,Canada 
Macklemore - Marmalade,Canada 
Queen - Under Pressure - Remastered,Canada 
Ella Mai - Trip,Canada 
Adele - Can I Get It,Canada 
Diplo - Lonely,Canada 
Sleepy Hallow - Deep End Freestyle,Canada 
Clean Bandit - Rather Be,Canada 
The Weeknd - All I Know,Canada 
Glades - Do Right,Canada 
Bad Bunny - Yonaguni,Canada 
Drake - Falling Back,Canada 
FouKi - Copilote,Canada 
Billie Eilish - listen before i go,Canada 
DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE,Canada 
Major Lazer - Trigger,Canada 
Justin Bieber - Honest,Canada 
Twenty One Pilots - Level of Concern,Canada 
Pop Smoke - Tell The Vision,Canada 
The Game - Hate It Or Love It,Canada 
Young Thug - Bubbly,Canada 
Masked Wolf - Astronaut In The Ocean (Remix),Canada 
Pitbull - Timber,Canada 
Melanie Martinez - Pity Party,Canada 
Tory Lanez - Say It,Canada 
Taylor Swift - Clara Bow,Canada 
Omarion - Post to Be,Canada 
DaBaby - Baby Sitter,Canada 
Seafret - Atlantis,Canada 
Rihanna - Umbrella,Canada 
Post Malone - Sugar Wraith,Canada 
Ella Mai - Boo'd Up,Canada 
George Ezra - Budapest,Canada 
Lil Peep - Star Shopping,Canada 
WhoHeem - Lets Link,Canada 
Stormzy - Own It,Canada 
Diplo - Get It Right,Canada 
Tyga - Freaky Deaky,Canada 
Saweetie - Tap In,Canada 
Jelly Roll - Need A Favor,Canada 
Drake - Jorja Interlude,Canada 
Travis Scott - THANK GOD,Canada 
Rick Ross - Gold Roses,Canada 
Ed Sheeran - Overpass Graffiti,Canada 
Luke Combs - 5 Leaf Clover,Canada 
Lauv - Feelings,Canada 
Lady Gaga - Sour Candy,Canada 
Travis Scott - ESCAPE PLAN,Canada 
San Holo - Light,Canada 
Rita Ora - Anywhere,Canada 
G-Eazy - Sober,Canada 
Drake - Omertà,Canada 
Cashmere Cat - Quit,Canada 
Taylor Swift - gold rush,Canada 
Doja Cat - Attention,Canada 
Kendrick Lamar - United In Grief,Canada 
ScHoolboy Q - Floating,Canada 
Zac Efron - Rewrite The Stars,Canada 
"Rich Homie Quan - Flex (Ooh, Ooh, Ooh)",Canada 
mgk - At My Best,Canada 
Travis Scott - CAROUSEL,Canada 
"Taylor Swift - no body, no crime",Canada 
Sebastian Yatra - Dos Oruguitas,Canada 
Kendrick Lamar - XXX. FEAT. U2.,Canada 
Loote - High Without Your Love,Canada 
KIDS SEE GHOSTS - Reborn,Canada 
Labrinth - Formula,Canada 
Drake - IMY2,Canada 
Lady Gaga - Hold My Hand,Canada 
Billie Eilish - ilomilo,Canada 
Vice - Obsession,Canada 
JACKBOYS - GANG GANG,Canada 
Lil Uzi Vert - Futsal Shuffle 2020 - Bonus Track,Canada 
Ariana Grande - One Last Time,Canada 
Lil Pump - Butterfly Doors,Canada 
A$AP Ferg - New Level,Canada 
Post Malone - Blame It On Me,Canada 
The Beatles - Here Comes The Sun - Remastered 2009,Canada 
Sara Kays - Remember That Night?,Canada 
